epoch,epoch,loss,categorical_accuracy,val_loss,val_categorical_accuracy
0,0,1.5777536630630493,0.40963998436927795,1.1850178241729736,0.564300000667572
1,1,1.0393463373184204,0.6274999976158142,0.9026724100112915,0.6807999610900879
2,2,0.802878201007843,0.7164999842643738,0.8094829320907593,0.717199981212616
3,3,0.6533038020133972,0.7694999575614929,0.7406728863716125,0.7493000030517578
4,4,0.5336599349975586,0.8127599954605103,0.7277050614356995,0.7597999572753906
5,5,0.42451995611190796,0.8517999649047852,0.7660120129585266,0.7595999836921692
6,6,0.3454693555831909,0.8783400058746338,0.7689694762229919,0.7649999856948853
7,7,0.25660374760627747,0.909779965877533,0.8873828053474426,0.7622999548912048
8,8,0.20681121945381165,0.9270199537277222,0.9831721186637878,0.7545999884605408
9,9,0.1578359156847,0.9445199966430664,1.1293154954910278,0.7590000033378601
10,10,0.13357499241828918,0.9527599811553955,1.1719307899475098,0.7549999952316284
11,11,0.12377402931451797,0.9565399885177612,1.1465789079666138,0.7620999813079834
12,12,0.10515789687633514,0.9624999761581421,1.3174657821655273,0.738099992275238
13,13,0.10121660679578781,0.9642199873924255,1.3639140129089355,0.7508999705314636
14,14,0.08425753563642502,0.9707799553871155,1.30636465549469,0.7591999769210815
15,15,0.07571343332529068,0.9734999537467957,1.4061633348464966,0.7497999668121338
16,16,0.07661615312099457,0.9730199575424194,1.375369906425476,0.7633000016212463
17,17,0.07182594388723373,0.9761599898338318,1.42684805393219,0.7526999711990356
18,18,0.0720582827925682,0.9763799905776978,1.388597846031189,0.7561999559402466
19,19,0.07186368107795715,0.9756999611854553,1.4475762844085693,0.7507999539375305
20,20,0.060740597546100616,0.9797199964523315,1.6666067838668823,0.7453999519348145
21,21,0.06640481948852539,0.9773399829864502,1.458657145500183,0.7608000040054321
22,22,0.05893736332654953,0.9804799556732178,1.4821007251739502,0.7591999769210815
23,23,0.05504773184657097,0.9815999865531921,1.4959582090377808,0.7615999579429626
24,24,0.051719147711992264,0.9830999970436096,1.5119086503982544,0.7681999802589417
25,25,0.05363786965608597,0.9817599654197693,1.5825037956237793,0.7568999528884888
26,26,0.06404466927051544,0.9789800047874451,1.517207384109497,0.767799973487854
27,27,0.040113285183906555,0.9864999651908875,1.6496378183364868,0.764799952507019
28,28,0.053107813000679016,0.9822199940681458,1.5233802795410156,0.7523999810218811
29,29,0.04964062198996544,0.9836399555206299,1.5273470878601074,0.7543999552726746
30,30,0.046930741518735886,0.9848600029945374,1.610345721244812,0.7558000087738037
31,31,0.05039576441049576,0.983299970626831,1.6140623092651367,0.7471999526023865
32,32,0.038388706743717194,0.9878199696540833,1.7194206714630127,0.7547999620437622
33,33,0.04338531568646431,0.9855999946594238,1.6407963037490845,0.7608999609947205
34,34,0.04289654642343521,0.9854399561882019,1.6034475564956665,0.7617999911308289
35,35,0.043178729712963104,0.9860199689865112,1.6615508794784546,0.7482999563217163
36,36,0.041679222136735916,0.986299991607666,1.6357675790786743,0.7590999603271484
37,37,0.042090244591236115,0.986579954624176,1.6814730167388916,0.760699987411499
38,38,0.041187215596437454,0.9869999885559082,1.6441363096237183,0.7502999901771545
39,39,0.03291283920407295,0.9889400005340576,1.7800884246826172,0.7655999660491943
