epoch,loss,acc,layer_0,layer_1,layer_2,layer_3,val_loss,val_acc
0,2.0723057,0.2001,89.2864807069851,89.49695547578249,89.18712790978884,70.04083475310355,1.9679205,0.2802
1,1.7784297,0.29114,75.32435698595422,80.1970306879336,70.32315829756425,,1.902599,0.3049
2,1.6777287,0.33516,89.09989724695299,89.17932244992322,88.65787597405829,65.3138689997508,1.738738,0.3695
3,1.8715929,0.36548,81.18957111713385,81.47129945341912,79.22244012463506,,1.7198473,0.3766
4,1.7245296,0.39164,83.39342756924498,82.78811279895751,83.64725068104597,,1.7050139,0.395
5,1.5539311,0.4097,84.33216646918123,86.82966477992186,87.69765278517761,,1.5908442,0.4338
6,1.781696,0.42452,77.30616312635603,80.70643827566582,83.09607611977687,,1.6793879,0.397
7,1.5949539,0.43768,77.20886229374075,81.80067613791299,82.80689690582992,,1.5946535,0.4394
8,1.5257816,0.44854,24.33858568031857,61.56944522363721,66.16919847041316,,1.6602468,0.4256
9,1.632904,0.45676,83.2935710544423,85.8090442222741,87.17184543207028,,1.5169692,0.4563
10,1.2148459,0.46542,82.54848505154612,85.80591558346711,87.17877830926328,,1.4971997,0.4724
11,1.4633265,0.47138,67.81690936624443,72.77618761091729,78.25550913891442,,1.5719688,0.4462
12,1.5068035,0.47968,62.14268468052132,72.89556476652638,77.03611149932725,,1.5256201,0.4626
13,1.4363137,0.48674,74.42393972878965,78.76722855657735,83.85104546427557,,1.5334898,0.4642
14,1.2521982,0.4887,62.56472964592813,72.09403820766984,77.76810500662138,,1.4682789,0.4835
15,1.4514129,0.4995,74.17240439453232,76.84767308710785,81.63771215477132,,1.4619421,0.4868
16,1.6085713,0.5033,42.98586436326343,68.53357655271687,77.72869595995513,,1.6010674,0.4481
17,1.4488062,0.50642,74.02090858265906,75.42465445698704,81.30136907370286,,1.4683533,0.49
18,1.371938,0.5158,22.19406607602494,24.774711891688597,40.684680292577625,,1.5707642,0.4613
19,1.3343363,0.5214,70.24858433683428,76.22651565651084,81.80517394075311,,1.5101482,0.4618
20,1.1116865,0.52406,68.25665795920645,64.80187291875255,75.70192367276876,,1.5167552,0.4876
21,1.2786825,0.52928,78.04838296656236,81.29648177650043,86.0631975995243,,1.4585192,0.491
22,1.160177,0.5331,60.93899096697946,62.16354681507294,71.3820673241072,,1.482699,0.4926
23,1.4008934,0.5383,70.61330209813644,67.76005528578595,78.6658064713024,,1.4965543,0.4803
24,1.2465963,0.54556,72.59916188468755,71.5896443373212,80.26238997676037,,1.4370697,0.504
25,1.2835292,0.54828,70.24885486420997,74.49351025089267,80.46425340777905,,1.4986508,0.4889
26,1.2743883,0.55126,43.931997518575685,50.98114953636043,63.22684796848039,,1.5234957,0.4793
27,1.2821522,0.55668,61.445046747195676,26.60537842892511,67.6604881248432,,1.4934,0.4797
28,1.1517645,0.55992,71.69830435257805,71.57478643104722,80.444223819042,,1.4433094,0.5101
29,1.0915754,0.56304,81.11145547621635,77.20279841743294,83.10641322777559,,1.4133955,0.5114
30,1.1088066,0.56556,69.9991328331946,69.5501215794311,76.72664449854634,,1.4826151,0.5005
31,1.1351297,0.56994,67.29444470184629,58.74691192684866,78.8239846208792,,1.4500972,0.4985
32,1.2641565,0.57346,66.58286290274269,56.48406708000862,73.03829543847614,,1.4610404,0.4983
33,1.1409881,0.5791,46.22431858155762,55.48456166336418,74.1250785673454,,1.4871392,0.5056
34,1.2559854,0.58464,60.67294422081908,41.301526422186754,64.91147027145118,,1.4956846,0.4989
35,1.120031,0.58328,75.01348678351489,75.26573282084016,82.35814830754177,22.773794522189256,1.4232949,0.5217
36,1.0800526,0.58804,59.25012939620371,57.36345825551472,73.98776164720863,,1.543604,0.4985
37,1.1142895,0.59214,44.43564611712449,33.26705402153817,63.670219021992274,,1.5594189,0.4971
38,1.2849083,0.5964,62.37935375739497,27.07891520330869,66.72158988812953,,1.4534543,0.5016
39,1.2022251,0.59814,47.354215261970985,,64.95476898650777,,1.5088766,0.5081
40,0.9424509,0.60342,44.70407118956133,14.588035919044838,60.86034988816559,,1.5640968,0.4959
41,0.97901666,0.6061,73.84955373404125,64.51354887692042,74.38422704912244,,1.4860123,0.514
42,0.7817955,0.6117,64.26244245769763,54.92424479355206,69.60713631230963,,1.5294657,0.5135
43,1.0861387,0.61172,70.73980568938441,61.79321720854454,79.4505650183366,,1.4607384,0.512
44,0.82442683,0.61532,68.63495563146579,54.43527698520783,70.80996590697538,,1.514281,0.5203
45,1.2583313,0.61778,64.80285067156738,41.02121115331633,63.73441757610372,,1.5560826,0.5064
46,0.8679655,0.62002,46.96175228977974,34.80277100139681,57.38290430535711,,1.5705127,0.507
47,1.155309,0.623,64.29950563847628,35.164688765341005,67.18870535488065,,1.5450128,0.5117
48,0.81562155,0.62512,63.87126581434819,57.09407907064915,77.35922446259823,24.882481163631127,1.4991126,0.5196
49,1.0266142,0.62948,72.62024283149913,58.796404354586805,79.10727528033915,,1.5170135,0.512
50,0.8930386,0.63184,46.70198166704431,51.153584018647834,68.34954895544003,,1.6125321,0.5039
51,1.1119279,0.63624,57.93334575310688,38.42938331604937,71.1644113067944,,1.5487727,0.518
52,0.94788677,0.63616,68.79426292202423,35.9384574143646,69.73195977621232,,1.5137147,0.5213
53,0.90072423,0.64058,48.34905487165223,,57.422009425788744,,1.5586231,0.5194
54,1.0077884,0.64442,41.93175092408208,,46.56372586204389,,1.6144438,0.5015
55,0.93653756,0.64726,66.5203917051733,,64.0210587859096,,1.5674653,0.5164
56,1.154061,0.65024,47.06076104886456,,55.1964209821614,,1.691301,0.4918
57,0.9680668,0.6507,44.958387132568454,,49.54992515235147,,1.6967279,0.5024
58,0.8787702,0.65228,39.63840033426751,,,,1.6787516,0.5058
59,0.9375857,0.65708,56.470064859489284,14.193245016141036,66.43917492170648,,1.6612846,0.5133
60,0.97195876,0.65974,54.55858583729835,,44.28618684061185,,1.7647125,0.5058
61,0.78235567,0.66268,,,,,1.9209973,0.4855
62,0.7686173,0.66792,,,,,1.7449192,0.5149
63,0.9255846,0.6669,55.76502492711143,,56.48741014037938,,1.6510234,0.5075
64,0.7254119,0.67052,47.470702069197195,,34.49680252019883,,1.7219348,0.5132
65,0.9814786,0.67436,50.95327780979324,,,,1.6981398,0.5095
66,0.77418613,0.67244,38.18902425476726,,1.9084955391682843,,1.739741,0.5094
67,0.7744517,0.67504,61.383608087681985,25.72431214633876,70.51678226308138,,1.7498739,0.5024
68,0.938731,0.67968,25.169516443903248,,,,1.8487635,0.5003
69,0.7994992,0.67904,30.63397490627887,,45.0445032735205,,1.7455562,0.5063
70,0.84911263,0.68212,51.7829364495137,,49.9484520522003,,1.7678112,0.5064
71,0.76985383,0.6853,52.90809570125299,,38.28258541440864,,1.7620568,0.5125
72,0.85672367,0.6848,,,,,1.7674582,0.5062
73,0.9599446,0.68886,55.898172800042104,,46.25510734910864,,1.7745434,0.5141
74,0.5997813,0.69144,42.68076385564968,,32.122116560987905,,1.8161376,0.5156
75,1.0901581,0.6934,,,,,1.9220096,0.5015
76,0.8552702,0.69532,60.52703520105377,,48.373696942648536,,1.8372219,0.5019
77,0.9855751,0.69732,36.019488918836224,,8.08601189711201,,1.9648875,0.4874
78,0.6955808,0.6975,,,,,2.0274963,0.4989
79,0.76531756,0.70182,34.116360905836665,,,,1.9881848,0.5001
80,0.6646183,0.7024,65.99511239442243,,29.081289198374286,,1.8425914,0.5083
81,1.0471854,0.70438,,,,,2.0344331,0.4904
82,0.6291967,0.7044,66.4955646543201,,20.366497445551797,,1.9183121,0.5112
83,0.61085,0.709,48.951048487019854,,,,1.9488782,0.5043
84,0.6006154,0.71392,48.14113601208584,,7.972018841105215,,1.9986832,0.5082
85,0.6631782,0.71326,19.841039016636394,,,,2.0355582,0.5014
86,0.82242715,0.71372,59.74686048346172,,41.72222799882664,,1.9111359,0.5134
87,0.8073176,0.7162,50.60467651413886,,,,2.0148726,0.5044
88,0.725379,0.71946,,,,,2.0809407,0.5049
89,0.6980222,0.72142,32.54486614486573,,,,2.0270312,0.5014
90,0.66611296,0.72126,,,,,2.132349,0.5012
91,1.0660297,0.72242,,,,,2.115018,0.4874
92,0.5268612,0.72348,,,,,2.1492126,0.5065
93,0.7027777,0.72848,53.55877354014509,,,,2.10947,0.5013
94,0.77920467,0.72924,6.788321034999343,,,,2.2038934,0.4913
95,0.7043713,0.72952,,,,,2.08056,0.5046
96,0.5167464,0.73092,55.59003686948458,,,,2.045979,0.5066
97,0.5452008,0.73466,59.700520859397,,,,1.9950067,0.5162
98,0.6793625,0.73366,,,,,2.119608,0.4969
99,0.5987067,0.734,,,,,2.281781,0.495
